customer_id,txn_ts,amount,currency,merchant_cat,channel,country,is_chargeback
1,2024-01-11,44.61,USD,electronics,atm,US,False
1,2024-01-02,73.11,USD,entertainment,atm,RU,False
1,2024-01-01,46.38,USD,travel,atm,US,False
1,2024-01-21,93.38,USD,electronics,pos,RU,False
1,2024-01-01,92.76,USD,crypto,online,RU,False
1,2024-01-01,352.23,USD,gambling,online,UK,False
1,2024-01-02,267.95,USD,entertainment,pos,RU,False
1,2024-01-02,74.88,USD,grocery,pos,UK,False
1,2024-01-02,41.89,USD,grocery,online,SG,False
1,2024-01-04,42.13,USD,entertainment,pos,IN,False
1,2024-01-01,279.39,USD,crypto,atm,US,False
1,2024-01-20,137.1,USD,travel,pos,SG,False
1,2024-01-05,128.36,USD,electronics,atm,UK,False
1,2024-01-04,112.3,USD,electronics,online,DE,False
1,2024-01-15,156.93,USD,electronics,atm,DE,False
1,2024-01-09,115.59,USD,electronics,atm,DE,False
1,2024-01-02,180.3,USD,crypto,atm,UK,False
1,2024-01-01,154.51,USD,electronics,atm,US,False
1,2024-01-06,56.8,USD,entertainment,online,DE,False
1,2024-01-18,6.52,USD,entertainment,online,IN,False
1,2024-01-03,209.06,USD,travel,online,DE,False
1,2024-01-07,59.68,USD,travel,online,NG,False
1,2024-01-01,101.39,USD,crypto,online,IN,False
1,2024-01-02,277.75,USD,entertainment,online,DE,False
1,2024-01-07,172.74,USD,grocery,atm,SG,False
1,2024-01-19,106.09,USD,gambling,online,UK,False
1,2024-01-11,244.99,USD,travel,online,UK,False
1,2024-01-12,86.23,USD,crypto,online,NG,False
1,2024-01-15,47.39,USD,crypto,pos,RU,False
1,2024-01-12,205.57,USD,entertainment,online,SG,False
1,2024-01-05,151.31,USD,grocery,atm,SG,False
1,2024-01-03,143.42,USD,grocery,online,NG,False
2,2024-01-01,150.51,USD,grocery,online,NG,False
2,2024-01-28,31.71,USD,entertainment,atm,US,False
2,2024-01-16,74.42,USD,crypto,pos,DE,False
2,2024-01-03,50.27,USD,gambling,online,US,False
2,2024-01-04,252.01,USD,crypto,pos,IN,False
2,2024-01-15,19.35,USD,grocery,pos,UK,False
2,2024-01-11,185.0,USD,grocery,atm,SG,False
2,2024-01-03,56.57,USD,grocery,online,US,False
2,2024-01-03,76.52,USD,grocery,online,RU,False
2,2024-01-13,79.8,USD,crypto,online,UK,False
2,2024-01-02,31.67,USD,crypto,pos,US,False
2,2024-01-05,74.48,USD,electronics,pos,UK,False
2,2024-01-09,159.64,USD,travel,pos,IN,False
2,2024-01-01,51.72,USD,crypto,online,NG,False
2,2024-01-02,172.03,USD,entertainment,atm,RU,False
2,2024-01-04,13.56,USD,gambling,pos,RU,False
2,2024-01-06,71.39,USD,grocery,online,UK,False
2,2024-01-03,212.67,USD,entertainment,atm,IN,False
2,2024-01-04,13.45,USD,gambling,online,IN,False
2,2024-01-04,222.49,USD,crypto,pos,IN,False
2,2024-01-01,41.0,USD,grocery,online,US,False
2,2024-01-12,52.21,USD,electronics,online,IN,False
2,2024-01-09,45.84,USD,crypto,online,UK,False
2,2024-01-01,97.92,USD,gambling,atm,RU,False
2,2024-01-04,18.8,USD,crypto,pos,NG,False
2,2024-01-01,206.37,USD,travel,atm,RU,False
2,2024-01-11,28.34,USD,crypto,pos,RU,False
2,2024-01-02,15.57,USD,gambling,online,US,False
2,2024-01-04,203.57,USD,gambling,atm,NG,False
2,2024-01-07,24.22,USD,entertainment,pos,US,False
2,2024-01-12,21.3,USD,travel,online,US,False
2,2024-01-01,127.98,USD,gambling,pos,IN,False
2,2024-01-09,95.07,USD,travel,pos,US,False
2,2024-01-07,156.75,USD,electronics,atm,IN,False
2,2024-01-02,47.46,USD,entertainment,online,DE,False
2,2024-01-01,125.86,USD,travel,online,NG,False
2,2024-01-04,47.94,USD,electronics,online,RU,False
2,2024-01-02,86.43,USD,gambling,online,RU,False
2,2024-01-08,44.82,USD,travel,atm,US,False
2,2024-01-07,359.85,USD,crypto,atm,US,False
2,2024-01-03,95.75,USD,crypto,atm,US,False
2,2024-01-09,108.27,USD,crypto,online,IN,False
2,2024-01-04,153.16,USD,travel,atm,SG,False
2,2024-01-07,64.01,USD,grocery,online,US,False
2,2024-01-04,5.7,USD,entertainment,pos,DE,False
2,2024-01-05,214.22,USD,entertainment,online,NG,False
2,2024-01-07,55.2,USD,electronics,pos,SG,False
2,2024-01-03,110.96,USD,gambling,online,DE,False
2,2024-01-08,58.68,USD,electronics,atm,RU,False
2,2024-01-05,52.51,USD,entertainment,online,DE,False
2,2024-01-12,13.18,USD,travel,atm,DE,False
2,2024-01-01,222.01,USD,grocery,atm,DE,False
2,2024-01-01,50.17,USD,entertainment,online,NG,False
2,2024-01-13,198.78,USD,travel,online,SG,False
2,2024-01-02,56.36,USD,entertainment,atm,SG,False
2,2024-01-07,161.12,USD,grocery,online,UK,False
2,2024-01-03,148.56,USD,electronics,atm,UK,False
2,2024-01-05,88.16,USD,entertainment,atm,NG,False
2,2024-01-04,146.79,USD,entertainment,pos,UK,True
2,2024-01-06,73.59,USD,gambling,online,US,False
2,2024-01-10,23.32,USD,crypto,pos,RU,False
2,2024-01-09,93.32,USD,travel,online,US,False
2,2024-01-04,45.27,USD,electronics,pos,NG,False
2,2024-01-03,90.39,USD,gambling,online,SG,False
2,2024-01-07,121.09,USD,grocery,atm,RU,False
2,2024-01-07,65.74,USD,grocery,online,RU,False
2,2024-01-02,383.9,USD,crypto,atm,IN,False
2,2024-01-02,93.33,USD,travel,pos,IN,False
2,2024-01-15,66.77,USD,electronics,atm,UK,False
2,2024-01-02,32.01,USD,crypto,atm,DE,False
2,2024-01-07,98.88,USD,electronics,atm,RU,False
2,2024-01-09,141.54,USD,travel,online,UK,False
2,2024-01-02,94.54,USD,grocery,pos,IN,False
2,2024-01-07,34.88,USD,grocery,atm,US,False
2,2024-01-10,84.53,USD,crypto,atm,NG,False
2,2024-01-01,107.84,USD,travel,pos,US,False
2,2024-01-04,52.1,USD,entertainment,online,RU,False
2,2024-01-05,105.3,USD,grocery,online,RU,False
2,2024-01-10,210.77,USD,electronics,pos,IN,False
2,2024-01-01,55.27,USD,crypto,online,IN,False
2,2024-01-03,34.88,USD,electronics,atm,RU,False
3,2024-01-02,171.53,USD,entertainment,atm,DE,False
3,2024-01-04,14.93,USD,crypto,online,US,False
3,2024-01-03,164.67,USD,electronics,online,RU,False
3,2024-01-01,164.53,USD,grocery,pos,US,False
3,2024-01-02,50.55,USD,entertainment,atm,SG,False
3,2024-01-07,85.93,USD,gambling,atm,IN,False
3,2024-01-15,84.07,USD,electronics,atm,US,False
3,2024-01-05,31.22,USD,electronics,atm,RU,False
3,2024-01-07,171.48,USD,entertainment,pos,IN,False
3,2024-01-01,21.56,USD,electronics,atm,SG,False
3,2024-01-03,120.04,USD,grocery,online,NG,False
3,2024-01-05,101.79,USD,entertainment,pos,UK,False
3,2024-01-11,154.96,USD,entertainment,atm,RU,True
3,2024-01-01,388.63,USD,grocery,pos,NG,False
3,2024-01-03,48.01,USD,travel,online,IN,False
3,2024-01-02,116.25,USD,grocery,online,NG,False
3,2024-01-01,141.18,USD,gambling,atm,UK,False
3,2024-01-02,102.3,USD,entertainment,pos,SG,False
3,2024-01-07,86.62,USD,gambling,online,RU,False
3,2024-01-09,59.27,USD,travel,online,SG,False
3,2024-01-02,76.8,USD,gambling,pos,US,False
3,2024-01-03,145.99,USD,entertainment,pos,SG,False
3,2024-01-04,170.99,USD,travel,online,UK,False
3,2024-01-03,72.19,USD,electronics,pos,US,False
3,2024-01-14,13.5,USD,electronics,atm,NG,False
3,2024-01-07,39.99,USD,crypto,online,SG,False
3,2024-01-04,82.8,USD,crypto,atm,UK,False
3,2024-01-06,176.81,USD,entertainment,online,IN,False
3,2024-01-07,92.19,USD,grocery,online,UK,False
3,2024-01-07,96.55,USD,grocery,atm,RU,False
3,2024-01-01,73.5,USD,travel,atm,RU,True
3,2024-01-05,41.19,USD,crypto,pos,IN,False
3,2024-01-05,152.3,USD,gambling,online,IN,False
3,2024-01-02,80.37,USD,gambling,atm,NG,False
3,2024-01-08,63.8,USD,gambling,pos,DE,False
3,2024-01-07,92.21,USD,electronics,atm,UK,False
3,2024-01-19,45.82,USD,gambling,atm,IN,False
3,2024-01-03,180.34,USD,electronics,pos,NG,False
3,2024-01-15,57.18,USD,grocery,atm,RU,False
3,2024-01-06,178.75,USD,grocery,pos,DE,False
3,2024-01-07,199.78,USD,crypto,atm,DE,False
3,2024-01-02,80.43,USD,electronics,online,IN,False
3,2024-01-06,100.05,USD,gambling,atm,DE,False
3,2024-01-11,137.87,USD,gambling,atm,IN,False
3,2024-01-02,139.22,USD,electronics,atm,DE,False
3,2024-01-04,46.85,USD,grocery,atm,NG,False
3,2024-01-02,262.02,USD,entertainment,online,US,True
3,2024-01-01,57.41,USD,entertainment,online,US,False
3,2024-01-08,4.36,USD,travel,atm,US,False
3,2024-01-22,83.1,USD,gambling,online,UK,False
3,2024-01-15,28.7,USD,grocery,online,US,False
3,2024-01-01,72.3,USD,electronics,pos,UK,False
3,2024-01-02,44.46,USD,grocery,atm,SG,False
3,2024-01-01,263.55,USD,electronics,pos,DE,False
3,2024-01-09,108.64,USD,gambling,pos,UK,False
3,2024-01-04,246.37,USD,gambling,online,US,False
3,2024-01-02,57.01,USD,gambling,online,SG,False
3,2024-01-06,458.64,USD,travel,online,US,False
3,2024-01-01,77.25,USD,crypto,online,NG,False
3,2024-01-02,175.46,USD,crypto,online,DE,False
3,2024-01-08,76.39,USD,electronics,online,IN,False
3,2024-01-03,76.71,USD,electronics,pos,RU,False
3,2024-01-05,259.24,USD,gambling,atm,SG,False
3,2024-01-10,141.66,USD,travel,atm,UK,False
3,2024-01-18,45.08,USD,crypto,pos,SG,False
3,2024-01-01,236.46,USD,gambling,pos,RU,False
3,2024-01-03,147.06,USD,gambling,online,RU,False
3,2024-01-02,26.01,USD,travel,pos,SG,False
4,2024-01-02,222.59,USD,gambling,online,IN,False
4,2024-01-06,151.14,USD,grocery,atm,RU,False
4,2024-01-04,64.25,USD,grocery,atm,IN,False
4,2024-01-14,57.48,USD,grocery,atm,NG,False
4,2024-01-03,286.39,USD,grocery,pos,SG,False
4,2024-01-04,70.32,USD,electronics,atm,DE,False
4,2024-01-01,87.52,USD,crypto,online,RU,False
4,2024-01-03,91.36,USD,travel,atm,UK,False
4,2024-01-20,76.87,USD,electronics,atm,US,False
4,2024-01-14,81.62,USD,grocery,online,IN,False
4,2024-01-09,150.09,USD,electronics,pos,NG,False
4,2024-01-11,63.55,USD,entertainment,pos,SG,False
4,2024-01-13,97.36,USD,electronics,pos,SG,False
4,2024-01-03,74.02,USD,grocery,online,RU,False
4,2024-01-05,91.7,USD,entertainment,online,US,False
4,2024-01-04,65.26,USD,travel,pos,UK,False
4,2024-01-04,81.11,USD,electronics,pos,DE,False
4,2024-01-03,21.97,USD,gambling,atm,IN,False
4,2024-01-09,15.86,USD,entertainment,atm,SG,False
4,2024-01-03,91.96,USD,gambling,online,SG,False
4,2024-01-01,110.35,USD,crypto,pos,IN,False
4,2024-01-04,40.46,USD,electronics,online,SG,False
4,2024-01-01,94.34,USD,gambling,pos,RU,False
4,2024-01-07,94.13,USD,gambling,pos,RU,False
4,2024-01-03,36.29,USD,entertainment,online,RU,False
4,2024-01-04,201.49,USD,electronics,online,SG,False
4,2024-01-08,113.65,USD,entertainment,online,DE,False
4,2024-01-09,264.61,USD,gambling,pos,US,False
4,2024-01-01,40.49,USD,gambling,pos,US,False
4,2024-01-01,86.19,USD,entertainment,pos,US,False
4,2024-01-05,74.2,USD,electronics,atm,RU,False
4,2024-01-03,245.31,USD,gambling,pos,IN,False
4,2024-01-03,52.46,USD,crypto,pos,DE,False
4,2024-01-12,51.14,USD,grocery,atm,DE,False
4,2024-01-09,33.49,USD,gambling,atm,SG,False
4,2024-01-05,30.74,USD,travel,pos,UK,False
4,2024-01-06,140.17,USD,electronics,atm,NG,False
4,2024-01-05,199.86,USD,electronics,pos,NG,False
4,2024-01-08,136.67,USD,gambling,atm,NG,False
4,2024-01-03,88.13,USD,crypto,pos,NG,False
4,2024-01-08,144.51,USD,gambling,pos,DE,False
4,2024-01-01,31.57,USD,crypto,pos,IN,False
4,2024-01-04,38.08,USD,travel,atm,UK,False
4,2024-01-04,82.94,USD,crypto,pos,DE,False
4,2024-01-01,150.02,USD,entertainment,pos,UK,False
4,2024-01-09,47.22,USD,crypto,atm,UK,False
4,2024-01-02,165.17,USD,electronics,pos,US,False
4,2024-01-04,157.19,USD,travel,pos,SG,False
4,2024-01-16,16.9,USD,crypto,online,UK,False
4,2024-01-01,120.59,USD,crypto,atm,NG,False
4,2024-01-02,86.87,USD,crypto,atm,NG,False
4,2024-01-03,181.14,USD,grocery,pos,NG,False
4,2024-01-01,9.19,USD,grocery,atm,IN,False
4,2024-01-01,45.43,USD,gambling,online,DE,False
4,2024-01-02,151.55,USD,gambling,online,DE,False
4,2024-01-10,153.74,USD,crypto,atm,RU,False
4,2024-01-04,134.81,USD,crypto,pos,SG,True
4,2024-01-03,60.53,USD,electronics,atm,UK,False
4,2024-01-05,82.36,USD,electronics,pos,SG,False
4,2024-01-09,82.35,USD,gambling,atm,RU,False
4,2024-01-02,126.6,USD,travel,pos,DE,False
4,2024-01-06,115.31,USD,electronics,online,UK,False
4,2024-01-16,187.93,USD,grocery,online,US,False
4,2024-01-01,106.14,USD,crypto,atm,RU,False
4,2024-01-12,73.03,USD,grocery,atm,SG,False
4,2024-01-07,292.57,USD,grocery,atm,IN,False
4,2024-01-09,92.46,USD,grocery,online,DE,False
4,2024-01-03,34.7,USD,entertainment,atm,IN,False
4,2024-01-04,23.65,USD,electronics,pos,RU,False
4,2024-01-18,165.58,USD,electronics,atm,UK,True
4,2024-01-02,43.41,USD,grocery,online,US,False
4,2024-01-01,217.03,USD,gambling,pos,IN,False
4,2024-01-01,261.79,USD,grocery,online,IN,False
4,2024-01-03,54.49,USD,gambling,atm,NG,True
4,2024-01-25,43.26,USD,travel,atm,RU,False
4,2024-01-13,149.93,USD,travel,pos,RU,False
4,2024-01-01,41.07,USD,travel,atm,US,False
4,2024-01-01,77.39,USD,entertainment,pos,RU,False
4,2024-01-01,77.91,USD,travel,atm,SG,False
4,2024-01-04,125.43,USD,gambling,atm,US,False
4,2024-01-01,13.52,USD,grocery,online,IN,False
4,2024-01-01,197.19,USD,electronics,online,NG,False
4,2024-01-02,58.91,USD,crypto,online,DE,False
4,2024-01-10,105.18,USD,grocery,pos,SG,False
4,2024-01-02,105.69,USD,travel,atm,SG,False
4,2024-01-03,188.46,USD,electronics,online,NG,False
4,2024-01-06,130.02,USD,travel,pos,DE,False
4,2024-01-03,164.0,USD,entertainment,online,UK,False
4,2024-01-05,67.88,USD,electronics,pos,UK,False
4,2024-01-01,175.38,USD,crypto,pos,UK,False
5,2024-01-03,21.15,USD,grocery,atm,US,False
5,2024-01-02,131.04,USD,crypto,online,US,False
5,2024-01-04,123.71,USD,gambling,atm,RU,False
5,2024-01-05,36.07,USD,crypto,pos,UK,False
5,2024-01-07,246.55,USD,entertainment,online,IN,False
5,2024-01-02,244.81,USD,entertainment,online,SG,False
5,2024-01-04,136.62,USD,electronics,pos,RU,False
5,2024-01-13,76.87,USD,gambling,pos,US,False
5,2024-01-05,111.54,USD,gambling,online,NG,False
5,2024-01-01,51.53,USD,entertainment,atm,DE,False
5,2024-01-19,31.61,USD,travel,online,SG,False
5,2024-01-01,10.42,USD,entertainment,online,SG,False
5,2024-01-03,140.52,USD,entertainment,atm,RU,False
5,2024-01-09,66.46,USD,travel,online,SG,False
5,2024-01-02,30.24,USD,entertainment,atm,US,False
5,2024-01-18,125.56,USD,grocery,pos,SG,False
5,2024-01-02,96.96,USD,crypto,online,UK,False
5,2024-01-04,181.64,USD,grocery,online,UK,False
5,2024-01-04,25.41,USD,grocery,pos,UK,False
5,2024-01-03,79.65,USD,travel,atm,NG,False
5,2024-01-04,48.2,USD,gambling,pos,DE,False
5,2024-01-02,41.66,USD,travel,pos,IN,False
5,2024-01-05,109.36,USD,travel,atm,DE,False
5,2024-01-04,233.62,USD,gambling,atm,US,False
5,2024-01-01,22.83,USD,gambling,online,DE,False
5,2024-01-02,67.5,USD,travel,pos,UK,False
5,2024-01-05,110.35,USD,entertainment,pos,IN,False
5,2024-01-01,29.97,USD,crypto,atm,SG,False
5,2024-01-05,84.91,USD,crypto,atm,SG,False
5,2024-01-06,211.77,USD,travel,pos,RU,False
5,2024-01-01,50.14,USD,gambling,pos,UK,False
5,2024-01-07,102.53,USD,crypto,online,DE,False
5,2024-01-01,102.5,USD,electronics,pos,IN,False
5,2024-01-04,140.09,USD,gambling,pos,NG,False
5,2024-01-03,100.48,USD,entertainment,online,RU,False
5,2024-01-03,113.61,USD,entertainment,pos,RU,False
5,2024-01-01,55.58,USD,gambling,atm,RU,False
5,2024-01-06,104.04,USD,entertainment,pos,US,False
5,2024-01-03,217.32,USD,grocery,atm,US,False
5,2024-01-06,54.28,USD,grocery,pos,IN,True
5,2024-01-01,17.73,USD,crypto,pos,IN,False
5,2024-01-09,20.96,USD,grocery,online,NG,False
5,2024-01-02,58.28,USD,electronics,atm,US,False
5,2024-01-21,141.78,USD,grocery,atm,DE,False
5,2024-01-02,109.36,USD,travel,online,US,False
5,2024-01-02,267.21,USD,entertainment,online,IN,False
5,2024-01-05,62.34,USD,crypto,pos,US,False
5,2024-01-03,145.85,USD,travel,pos,SG,False
5,2024-01-01,107.84,USD,crypto,online,SG,False
5,2024-01-11,183.26,USD,grocery,online,RU,False
5,2024-01-02,219.29,USD,electronics,online,NG,False
5,2024-01-05,62.61,USD,crypto,atm,DE,False
5,2024-01-01,139.65,USD,gambling,pos,UK,False
5,2024-01-21,46.95,USD,travel,pos,NG,False
5,2024-01-03,49.75,USD,gambling,pos,US,False
5,2024-01-04,80.97,USD,travel,atm,SG,False
5,2024-01-05,182.77,USD,entertainment,online,UK,False
5,2024-01-03,91.4,USD,electronics,atm,NG,False
5,2024-01-03,97.87,USD,entertainment,atm,RU,False
5,2024-01-01,43.61,USD,travel,atm,IN,False
5,2024-01-02,22.29,USD,crypto,online,SG,False
5,2024-01-02,11.74,USD,gambling,pos,SG,True
5,2024-01-06,93.04,USD,electronics,pos,US,False
5,2024-01-03,49.62,USD,gambling,online,US,False
5,2024-01-02,53.77,USD,electronics,pos,IN,False
5,2024-01-01,223.22,USD,travel,online,US,False
5,2024-01-01,202.21,USD,entertainment,pos,UK,True
5,2024-01-03,142.81,USD,grocery,atm,SG,False
5,2024-01-13,51.68,USD,grocery,pos,DE,False
5,2024-01-10,129.97,USD,crypto,atm,US,False
5,2024-01-08,209.41,USD,gambling,atm,US,False
5,2024-01-02,68.21,USD,electronics,atm,US,False
5,2024-01-03,209.96,USD,gambling,online,US,False
5,2024-01-01,483.65,USD,gambling,pos,DE,True
5,2024-01-03,114.8,USD,crypto,pos,DE,False
5,2024-01-05,201.62,USD,grocery,online,UK,False
5,2024-01-01,123.8,USD,entertainment,pos,NG,False
5,2024-01-03,83.75,USD,travel,atm,SG,False
5,2024-01-02,77.45,USD,gambling,pos,DE,False
5,2024-01-01,99.01,USD,travel,online,SG,False
5,2024-01-08,82.16,USD,crypto,pos,SG,False
5,2024-01-03,111.7,USD,crypto,atm,UK,False
5,2024-01-03,9.74,USD,crypto,atm,SG,False
5,2024-01-04,141.53,USD,grocery,atm,DE,False
5,2024-01-02,71.67,USD,gambling,online,US,False
5,2024-01-12,215.14,USD,entertainment,online,UK,False
5,2024-01-04,62.09,USD,gambling,online,NG,False
5,2024-01-18,102.75,USD,electronics,pos,RU,False
6,2024-01-05,302.97,USD,entertainment,pos,US,False
6,2024-01-20,28.73,USD,entertainment,atm,RU,False
6,2024-01-09,94.31,USD,crypto,online,US,False
6,2024-01-12,82.84,USD,travel,atm,IN,False
6,2024-01-18,139.23,USD,travel,online,NG,False
6,2024-01-06,39.14,USD,travel,online,DE,False
6,2024-01-02,161.24,USD,entertainment,online,DE,False
6,2024-01-07,121.03,USD,crypto,online,RU,False
6,2024-01-07,69.78,USD,travel,pos,RU,False
6,2024-01-03,38.75,USD,gambling,online,SG,False
6,2024-01-01,45.14,USD,gambling,pos,DE,False
6,2024-01-07,106.97,USD,gambling,pos,RU,False
6,2024-01-02,56.56,USD,crypto,atm,US,False
6,2024-01-02,45.92,USD,entertainment,online,IN,False
6,2024-01-01,83.85,USD,electronics,pos,DE,False
6,2024-01-04,166.36,USD,travel,online,RU,False
6,2024-01-04,111.32,USD,travel,pos,UK,False
6,2024-01-07,54.61,USD,grocery,atm,US,True
6,2024-01-04,63.91,USD,grocery,pos,SG,False
6,2024-01-01,93.76,USD,grocery,online,IN,False
6,2024-01-10,168.8,USD,crypto,atm,US,False
6,2024-01-14,47.41,USD,grocery,pos,RU,False
6,2024-01-03,213.04,USD,crypto,online,IN,False
6,2024-01-17,158.56,USD,grocery,atm,US,False
6,2024-01-01,129.74,USD,crypto,pos,RU,False
6,2024-01-03,187.7,USD,electronics,pos,IN,False
6,2024-01-01,57.37,USD,electronics,online,US,False
6,2024-01-07,216.65,USD,gambling,online,RU,False
6,2024-01-02,110.07,USD,gambling,pos,DE,False
6,2024-01-06,37.61,USD,grocery,online,DE,False
6,2024-01-06,121.14,USD,crypto,pos,NG,False
6,2024-01-13,127.49,USD,grocery,pos,UK,False
6,2024-01-07,133.52,USD,crypto,atm,US,False
6,2024-01-04,66.78,USD,gambling,atm,DE,False
6,2024-01-02,43.14,USD,grocery,pos,SG,False
6,2024-01-01,92.41,USD,grocery,atm,UK,False
6,2024-01-06,257.91,USD,crypto,atm,DE,False
6,2024-01-01,267.13,USD,grocery,atm,US,False
6,2024-01-02,105.14,USD,crypto,atm,DE,False
6,2024-01-01,93.39,USD,grocery,atm,SG,False
6,2024-01-06,150.17,USD,grocery,atm,UK,False
6,2024-01-01,287.85,USD,electronics,atm,SG,False
6,2024-01-20,156.31,USD,entertainment,atm,US,False
6,2024-01-13,87.31,USD,gambling,online,RU,False
6,2024-01-06,115.85,USD,grocery,atm,NG,False
6,2024-01-02,96.81,USD,crypto,pos,SG,False
6,2024-01-05,24.22,USD,entertainment,pos,NG,False
6,2024-01-02,96.33,USD,grocery,online,IN,False
6,2024-01-10,86.47,USD,grocery,pos,IN,False
6,2024-01-02,106.64,USD,travel,atm,SG,False
6,2024-01-15,85.07,USD,crypto,pos,NG,False
6,2024-01-02,125.99,USD,grocery,atm,DE,False
6,2024-01-08,64.71,USD,crypto,pos,RU,False
6,2024-01-02,83.29,USD,electronics,atm,IN,False
6,2024-01-02,154.4,USD,gambling,online,NG,False
6,2024-01-13,70.05,USD,grocery,online,RU,False
6,2024-01-03,100.35,USD,entertainment,pos,NG,False
6,2024-01-25,93.42,USD,crypto,atm,UK,False
6,2024-01-02,84.26,USD,grocery,online,UK,False
6,2024-01-01,35.68,USD,grocery,online,DE,False
6,2024-01-03,124.05,USD,entertainment,online,DE,False
6,2024-01-12,212.74,USD,gambling,atm,UK,False
6,2024-01-05,53.36,USD,entertainment,atm,NG,False
6,2024-01-01,96.85,USD,crypto,pos,SG,False
6,2024-01-06,13.18,USD,crypto,atm,NG,False
6,2024-01-04,105.72,USD,gambling,pos,NG,False
6,2024-01-19,44.47,USD,entertainment,atm,NG,False
6,2024-01-18,33.2,USD,gambling,atm,US,False
6,2024-01-03,31.85,USD,entertainment,atm,NG,False
6,2024-01-03,22.31,USD,travel,online,US,False
6,2024-01-03,56.82,USD,entertainment,pos,RU,False
6,2024-01-02,64.08,USD,gambling,atm,US,False
6,2024-01-05,337.48,USD,grocery,atm,DE,False
6,2024-01-03,62.46,USD,travel,online,RU,False
6,2024-01-07,61.22,USD,grocery,pos,IN,False
6,2024-01-01,132.01,USD,grocery,atm,US,False
6,2024-01-05,30.13,USD,grocery,online,IN,False
6,2024-01-04,145.82,USD,entertainment,atm,NG,False
6,2024-01-18,69.91,USD,gambling,atm,SG,False
6,2024-01-04,264.56,USD,crypto,pos,IN,False
7,2024-01-09,85.94,USD,gambling,atm,UK,False
7,2024-01-06,48.05,USD,entertainment,pos,RU,False
7,2024-01-01,143.77,USD,gambling,online,US,True
7,2024-01-03,61.84,USD,crypto,online,DE,False
7,2024-01-01,25.0,USD,travel,pos,US,False
7,2024-01-03,73.67,USD,crypto,pos,RU,False
7,2024-01-02,52.72,USD,travel,online,DE,False
7,2024-01-02,107.55,USD,crypto,pos,US,False
7,2024-01-04,80.23,USD,grocery,online,UK,False
7,2024-01-03,30.31,USD,electronics,pos,US,False
7,2024-01-05,15.52,USD,travel,pos,UK,False
7,2024-01-01,52.79,USD,gambling,atm,RU,False
7,2024-01-06,67.0,USD,travel,atm,IN,False
7,2024-01-07,17.41,USD,gambling,pos,SG,False
7,2024-01-01,158.54,USD,crypto,atm,IN,False
7,2024-01-11,111.18,USD,grocery,online,DE,False
7,2024-01-03,23.69,USD,grocery,atm,US,False
7,2024-01-07,213.25,USD,travel,online,UK,True
7,2024-01-03,136.96,USD,entertainment,online,RU,False
7,2024-01-10,86.87,USD,entertainment,online,IN,False
7,2024-01-02,203.99,USD,grocery,online,RU,False
7,2024-01-13,78.64,USD,entertainment,pos,IN,False
