customer_id,txn_count,total_amount,max_amount,mean_amount,rules_score_mean,night_txn_ratio,high_risk_mcc_ratio,suspicious_country_ratio,chargeback_rate
26,89,8844.88,426.49,99.38067415730336,1.9943820224719102,1.0,0.34831460674157305,0.3146067415730337,0.02247191011235955
27,63,6342.28,270.87,100.6711111111111,1.9523809523809523,1.0,0.25396825396825395,0.38095238095238093,0.0
28,71,7451.46,302.81,104.95014084507042,2.056338028169014,1.0,0.36619718309859156,0.3380281690140845,0.028169014084507043
29,76,7477.0,394.09,98.38157894736842,1.9473684210526316,1.0,0.34210526315789475,0.2894736842105263,0.0
30,71,16733.44,1668.07,235.68225352112674,2.3309859154929575,1.0,0.4507042253521127,0.352112676056338,0.014084507042253521
31,77,7612.59,381.87,98.8648051948052,1.8571428571428572,1.0,0.2727272727272727,0.2987012987012987,0.012987012987012988
32,98,9257.02,353.96,94.45938775510204,2.010204081632653,1.0,0.37755102040816324,0.29591836734693877,0.02040816326530612
33,89,9808.19,405.55,110.20438202247192,1.8764044943820224,1.0,0.29213483146067415,0.29213483146067415,0.0
34,73,8106.6900000000005,408.24,111.05054794520548,1.904109589041096,1.0,0.3698630136986301,0.2328767123287671,0.0136986301369863
35,79,7971.64,350.53,100.90683544303798,2.1012658227848102,1.0,0.31645569620253167,0.4177215189873418,0.0379746835443038
36,71,6820.18,320.14,96.05887323943662,1.9929577464788732,1.0,0.352112676056338,0.30985915492957744,0.014084507042253521
37,85,9351.23,572.51,110.01447058823528,2.0176470588235293,1.0,0.38823529411764707,0.2823529411764706,0.011764705882352941
38,84,8819.17,401.92,104.99011904761905,2.1607142857142856,1.0,0.4642857142857143,0.30952380952380953,0.011904761904761904
39,85,8603.5,379.93,101.21764705882353,2.0058823529411764,1.0,0.3058823529411765,0.36470588235294116,0.03529411764705882
40,89,23089.9,2449.34,259.4370786516854,2.50561797752809,1.0,0.449438202247191,0.42696629213483145,0.0
41,83,8710.47,345.82,104.94542168674698,2.0301204819277108,1.0,0.43373493975903615,0.25301204819277107,0.012048192771084338
42,71,7243.4800000000005,545.46,102.02084507042254,2.176056338028169,1.0,0.39436619718309857,0.38028169014084506,0.0
43,71,7377.06,255.37,103.90225352112677,1.7816901408450705,1.0,0.29577464788732394,0.22535211267605634,0.014084507042253521
44,88,9450.98,336.38,107.3975,1.8863636363636365,1.0,0.36363636363636365,0.22727272727272727,0.011363636363636364
45,86,8346.51,351.66,97.05244186046512,1.8895348837209303,1.0,0.32558139534883723,0.26744186046511625,0.023255813953488372
46,69,13819.19,1359.93,200.278115942029,2.5869565217391304,1.0,0.4782608695652174,0.5217391304347826,0.0
47,81,7919.17,314.93,97.76753086419752,1.7777777777777777,1.0,0.25925925925925924,0.25925925925925924,0.0
48,85,7155.35,333.91,84.18058823529412,2.0058823529411764,1.0,0.36470588235294116,0.3058823529411765,0.0
49,89,9955.93,339.86,111.86438202247191,1.8258426966292134,1.0,0.29213483146067415,0.25842696629213485,0.02247191011235955
50,85,8221.83,408.07,96.72741176470588,1.8647058823529412,1.0,0.27058823529411763,0.3058823529411765,0.023529411764705882
51,83,9503.38,312.16,114.49855421686746,1.9036144578313252,1.0,0.3132530120481928,0.2891566265060241,0.024096385542168676
52,94,10043.41,291.88,106.84478723404256,1.9414893617021276,1.0,0.3617021276595745,0.26595744680851063,0.02127659574468085
53,74,6792.54,299.47,91.79108108108107,1.8716216216216217,1.0,0.32432432432432434,0.25675675675675674,0.02702702702702703
54,72,7145.59,348.12,99.24430555555556,1.7083333333333333,1.0,0.2222222222222222,0.25,0.027777777777777776
55,79,7710.7,435.37,97.60379746835443,1.9113924050632911,1.0,0.4177215189873418,0.189873417721519,0.012658227848101266
56,84,19083.68,1685.21,227.18666666666667,2.4404761904761907,1.0,0.47619047619047616,0.40476190476190477,0.0
57,96,9532.26,366.95,99.294375,1.875,1.0,0.28125,0.3020833333333333,0.010416666666666666
58,72,8086.46,406.16,112.31194444444445,1.8541666666666667,1.0,0.3055555555555556,0.2638888888888889,0.013888888888888888
59,71,6989.21,410.67,98.43957746478873,1.7816901408450705,1.0,0.38028169014084506,0.14084507042253522,0.0
60,74,8155.39,301.72,110.20797297297298,1.9324324324324325,1.0,0.3108108108108108,0.3108108108108108,0.04054054054054054
61,102,10145.57,435.07,99.46637254901961,1.9264705882352942,1.0,0.3431372549019608,0.27450980392156865,0.0196078431372549
62,72,6312.89,281.1,87.67902777777778,1.8958333333333333,1.0,0.2916666666666667,0.3055555555555556,0.027777777777777776
63,82,8370.86,292.36,102.08365853658538,1.8780487804878048,1.0,0.32926829268292684,0.25609756097560976,0.024390243902439025
64,76,7587.3,302.67,99.8328947368421,2.026315789473684,1.0,0.3026315789473684,0.3815789473684211,0.013157894736842105
65,69,7126.18,376.26,103.27797101449276,2.260869565217391,1.0,0.4492753623188406,0.391304347826087,0.014492753623188406
66,67,6748.04,370.42,100.71701492537314,2.0522388059701493,1.0,0.417910447761194,0.2835820895522388,0.0
67,84,8077.93,338.62,96.16583333333334,1.9285714285714286,1.0,0.4166666666666667,0.20238095238095238,0.0
68,92,9618.48,539.53,104.5486956521739,1.7934782608695652,1.0,0.22826086956521738,0.29347826086956524,0.010869565217391304
69,79,7509.6,276.36,95.05822784810127,2.0632911392405062,1.0,0.3291139240506329,0.379746835443038,0.0
70,100,8779.92,262.39,87.7992,1.945,1.0,0.32,0.31,0.0
71,82,12749.54,1732.36,155.48219512195124,2.3963414634146343,1.0,0.47560975609756095,0.4146341463414634,0.036585365853658534
72,70,7385.05,298.45,105.5007142857143,1.9428571428571428,1.0,0.34285714285714286,0.2857142857142857,0.014285714285714285
73,73,7092.26,374.39,97.15424657534247,1.9452054794520548,1.0,0.3561643835616438,0.273972602739726,0.0273972602739726
74,65,7424.28,350.85,114.2196923076923,1.9692307692307693,1.0,0.35384615384615387,0.2923076923076923,0.046153846153846156
75,75,7214.13,293.66,96.1884,2.06,1.0,0.38666666666666666,0.32,0.02666666666666667
76,91,8707.62,316.17,95.68813186813188,1.9725274725274726,1.0,0.32967032967032966,0.31868131868131866,0.03296703296703297
77,87,9292.17,349.04,106.80655172413793,1.8448275862068966,1.0,0.2988505747126437,0.26436781609195403,0.034482758620689655
78,75,6748.67,382.24,89.98226666666666,2.06,1.0,0.37333333333333335,0.3333333333333333,0.013333333333333334
79,76,7802.8,283.3,102.66842105263159,1.868421052631579,1.0,0.2894736842105263,0.2894736842105263,0.07894736842105263
80,83,8892.86,418.18,107.14289156626506,2.210843373493976,1.0,0.39759036144578314,0.40963855421686746,0.024096385542168676
81,92,8335.81,295.34,90.6066304347826,1.9456521739130435,1.0,0.31521739130434784,0.31521739130434784,0.010869565217391304
82,89,8924.07,327.59,100.27044943820225,1.8258426966292134,1.0,0.2808988764044944,0.2696629213483146,0.02247191011235955
83,86,8195.29,438.09,95.29406976744187,1.994186046511628,1.0,0.313953488372093,0.3488372093023256,0.03488372093023256
84,85,8638.02,391.36,101.62376470588235,1.9176470588235295,1.0,0.32941176470588235,0.2823529411764706,0.023529411764705882
85,76,8635.77,334.18,113.62855263157896,2.0065789473684212,1.0,0.32894736842105265,0.34210526315789475,0.06578947368421052
86,81,6913.57,261.66,85.3527160493827,2.0925925925925926,1.0,0.35802469135802467,0.37037037037037035,0.0
87,70,7016.74,366.31,100.23914285714285,1.8785714285714286,1.0,0.3142857142857143,0.2714285714285714,0.0
88,82,8369.88,277.32,102.07170731707316,2.024390243902439,1.0,0.45121951219512196,0.23170731707317074,0.024390243902439025
89,77,7816.14,357.25,101.5083116883117,1.9545454545454546,1.0,0.37662337662337664,0.2597402597402597,0.012987012987012988
90,94,9225.98,336.78,98.14872340425532,1.9574468085106382,1.0,0.35106382978723405,0.2872340425531915,0.031914893617021274
91,71,6830.12,352.91,96.19887323943662,1.9295774647887325,1.0,0.30985915492957744,0.30985915492957744,0.0
92,72,6973.64,368.6,96.85611111111112,1.8541666666666667,1.0,0.2638888888888889,0.3055555555555556,0.013888888888888888
93,85,7533.38,400.02,88.628,1.8294117647058823,1.0,0.3176470588235294,0.23529411764705882,0.023529411764705882
94,68,6706.39,266.69,98.62338235294118,1.8602941176470589,1.0,0.3088235294117647,0.2647058823529412,0.014705882352941176
95,97,9921.98,492.59,102.28845360824742,1.8814432989690721,1.0,0.28865979381443296,0.29896907216494845,0.020618556701030927
96,73,7358.29,358.99,100.79849315068493,1.6986301369863013,1.0,0.2465753424657534,0.2191780821917808,0.0136986301369863
97,65,6147.51,390.25,94.57707692307693,2.0615384615384613,1.0,0.38461538461538464,0.3230769230769231,0.015384615384615385
98,83,8442.2,288.77,101.7132530120482,1.9036144578313252,1.0,0.3493975903614458,0.25301204819277107,0.04819277108433735
99,66,6928.59,398.54,104.97863636363637,2.1363636363636362,1.0,0.42424242424242425,0.3333333333333333,0.030303030303030304
100,82,8965.76,333.75,109.33853658536586,1.9146341463414633,1.0,0.3170731707317073,0.2926829268292683,0.07317073170731707
101,71,6264.69,315.3,88.2350704225352,1.7816901408450705,1.0,0.28169014084507044,0.23943661971830985,0.04225352112676056
102,74,6966.91,267.07,94.14743243243242,1.9527027027027026,1.0,0.33783783783783783,0.2972972972972973,0.0
103,71,6673.17,331.11,93.98830985915492,1.8661971830985915,1.0,0.2535211267605634,0.323943661971831,0.028169014084507043
104,68,7373.7699999999995,585.91,108.43779411764706,2.0294117647058822,1.0,0.36764705882352944,0.3088235294117647,0.014705882352941176
105,90,7667.36,309.82,85.19288888888889,1.9666666666666666,1.0,0.32222222222222224,0.32222222222222224,0.011111111111111112
106,76,7921.53,352.34,104.23065789473684,1.8289473684210527,1.0,0.3026315789473684,0.25,0.013157894736842105
107,79,8132.73,356.59,102.9459493670886,1.9113924050632911,1.0,0.34177215189873417,0.26582278481012656,0.012658227848101266
108,75,15225.58,1419.5,203.00773333333333,2.5533333333333332,1.0,0.52,0.4266666666666667,0.013333333333333334
109,89,8613.42,343.44,96.78,1.8089887640449438,1.0,0.24719101123595505,0.29213483146067415,0.02247191011235955
110,90,9403.01,347.28,104.47788888888888,1.9166666666666667,1.0,0.32222222222222224,0.28888888888888886,0.022222222222222223
111,74,6600.12,230.16,89.1908108108108,1.7905405405405406,1.0,0.28378378378378377,0.24324324324324326,0.05405405405405406
112,90,8810.96,423.77,97.89955555555555,1.9,1.0,0.26666666666666666,0.3333333333333333,0.022222222222222223
113,81,8166.9800000000005,290.44,100.82691358024692,2.185185185185185,1.0,0.43209876543209874,0.35802469135802467,0.012345679012345678
114,90,9278.81,339.59,103.09788888888889,1.7833333333333334,1.0,0.3111111111111111,0.2111111111111111,0.044444444444444446
115,81,7311.14,229.02,90.26098765432099,2.074074074074074,1.0,0.38271604938271603,0.3333333333333333,0.012345679012345678
116,82,8248.31,285.0,100.5891463414634,1.9329268292682926,1.0,0.35365853658536583,0.2682926829268293,0.036585365853658534
117,73,6778.62,292.81,92.85780821917808,1.821917808219178,1.0,0.3013698630136986,0.2465753424657534,0.0136986301369863
118,70,6405.32,312.92,91.50457142857142,1.8571428571428572,1.0,0.37142857142857144,0.2,0.0
119,81,8058.08,349.09,99.48246913580248,1.8888888888888888,1.0,0.345679012345679,0.24691358024691357,0.012345679012345678
120,79,6628.86,267.12,83.90962025316455,2.1392405063291138,1.0,0.43037974683544306,0.3291139240506329,0.0
121,99,9860.48,368.88,99.60080808080808,1.9090909090909092,1.0,0.31313131313131315,0.29292929292929293,0.0
122,77,7359.99,278.95,95.58428571428571,1.974025974025974,1.0,0.35064935064935066,0.2987012987012987,0.012987012987012988
123,69,7764.93,327.05,112.53521739130436,2.130434782608696,1.0,0.43478260869565216,0.3188405797101449,0.043478260869565216
124,72,7067.98,339.14,98.16638888888889,1.875,1.0,0.3194444444444444,0.2638888888888889,0.013888888888888888
125,84,8880.48,299.88,105.72,1.9285714285714286,1.0,0.32142857142857145,0.2976190476190476,0.03571428571428571
126,73,7768.96,336.77,106.4241095890411,2.0684931506849313,1.0,0.4246575342465753,0.2876712328767123,0.0136986301369863
127,73,7472.44,285.06,102.36219178082192,1.9863013698630136,1.0,0.3972602739726027,0.2602739726027397,0.0410958904109589
128,75,7939.31,450.01,105.85746666666667,2.0,1.0,0.3466666666666667,0.32,0.0
129,76,7443.78,553.13,97.94447368421052,1.9605263157894737,1.0,0.34210526315789475,0.2894736842105263,0.013157894736842105
130,81,8520.789999999999,354.59,105.19493827160493,1.9814814814814814,1.0,0.2839506172839506,0.37037037037037035,0.012345679012345678
131,64,11624.27,1937.93,181.62921875,2.3046875,1.0,0.390625,0.4375,0.03125
132,68,6365.99,255.16,93.61749999999999,2.1470588235294117,1.0,0.4117647058823529,0.35294117647058826,0.014705882352941176
133,64,6604.04,281.69,103.188125,1.7734375,1.0,0.25,0.265625,0.0625
134,79,7960.68,267.54,100.76810126582279,2.0253164556962027,1.0,0.34177215189873417,0.34177215189873417,0.012658227848101266
135,76,8193.17,365.74,107.80486842105263,1.888157894736842,1.0,0.2894736842105263,0.3026315789473684,0.013157894736842105
136,83,16290.48,1353.71,196.27084337349396,2.3795180722891565,1.0,0.4939759036144578,0.3614457831325301,0.012048192771084338
137,84,8614.66,510.43,102.55547619047618,1.994047619047619,1.0,0.27380952380952384,0.38095238095238093,0.023809523809523808
138,89,8968.45,349.65,100.76910112359552,2.095505617977528,1.0,0.38202247191011235,0.34831460674157305,0.0449438202247191
139,63,5754.75,279.86,91.3452380952381,1.9047619047619047,1.0,0.3492063492063492,0.25396825396825395,0.0
140,86,8239.87,289.88,95.81244186046513,2.0813953488372094,1.0,0.32558139534883723,0.3953488372093023,0.011627906976744186
141,78,7304.5,403.25,93.6474358974359,1.7884615384615385,1.0,0.2948717948717949,0.23076923076923078,0.02564102564102564
142,79,7761.62,288.54,98.24835443037975,1.759493670886076,1.0,0.25316455696202533,0.25316455696202533,0.012658227848101266
143,86,8165.87,293.12,94.95197674418604,1.9767441860465116,1.0,0.36046511627906974,0.29069767441860467,0.011627906976744186
144,90,9009.18,366.83,100.102,1.9666666666666666,1.0,0.35555555555555557,0.28888888888888886,0.03333333333333333
145,71,17184.34,1626.26,242.03295774647887,2.591549295774648,1.0,0.5211267605633803,0.43661971830985913,0.0
146,72,7583.47,307.32,105.32597222222222,2.0625,1.0,0.375,0.3333333333333333,0.0
147,80,7493.08,206.42,93.6635,1.76875,1.0,0.225,0.2875,0.025
148,70,6620.12,300.39,94.57314285714286,1.9428571428571428,1.0,0.3,0.32857142857142857,0.0
149,83,15166.56,1389.88,182.72963855421685,2.5240963855421685,1.0,0.4819277108433735,0.46987951807228917,0.060240963855421686
150,89,9550.57,315.54,107.30977528089888,1.9943820224719102,1.0,0.3595505617977528,0.30337078651685395,0.011235955056179775
151,77,7846.65,414.65,101.90454545454546,2.1298701298701297,1.0,0.4025974025974026,0.35064935064935066,0.012987012987012988
152,72,7512.4,380.51,104.33888888888889,1.875,1.0,0.3333333333333333,0.25,0.013888888888888888
153,81,8856.2,482.07,109.33580246913581,1.9444444444444444,1.0,0.30864197530864196,0.32098765432098764,0.012345679012345678
154,78,7540.22,387.82,96.66948717948718,1.9038461538461537,1.0,0.2564102564102564,0.34615384615384615,0.0
155,67,5976.9,252.25,89.20746268656715,2.0970149253731343,1.0,0.40298507462686567,0.3283582089552239,0.04477611940298507
156,92,9568.23,389.25,104.0025,1.766304347826087,1.0,0.29347826086956524,0.21739130434782608,0.0
157,79,8265.89,298.4,104.63151898734176,1.9873417721518987,1.0,0.34177215189873417,0.31645569620253167,0.02531645569620253
158,81,8254.24,329.48,101.9041975308642,1.9259259259259258,1.0,0.32098765432098764,0.2962962962962963,0.04938271604938271
159,89,9540.38,381.31,107.19528089887639,2.247191011235955,1.0,0.3707865168539326,0.4606741573033708,0.02247191011235955
160,89,8184.36,295.9,91.9591011235955,2.0112359550561796,1.0,0.38202247191011235,0.29213483146067415,0.011235955056179775
161,84,9254.82,390.99,110.17642857142857,1.9285714285714286,1.0,0.3333333333333333,0.2857142857142857,0.023809523809523808
162,87,7293.35,265.15,83.83160919540231,2.1551724137931036,1.0,0.39080459770114945,0.3793103448275862,0.011494252873563218
163,93,9406.71,383.26,101.1474193548387,2.0483870967741935,1.0,0.43010752688172044,0.26881720430107525,0.03225806451612903
164,84,8251.95,341.81,98.23750000000001,1.9642857142857142,1.0,0.39285714285714285,0.25,0.03571428571428571
165,80,7820.01,279.98,97.750125,2.0125,1.0,0.35,0.325,0.0125
166,63,5387.14,335.58,85.51015873015874,2.0476190476190474,1.0,0.4126984126984127,0.2857142857142857,0.031746031746031744
167,80,8136.41,299.21,101.705125,1.84375,1.0,0.375,0.1875,0.025
168,83,8502.88,308.98,102.44433734939759,2.0843373493975905,1.0,0.3855421686746988,0.3373493975903614,0.024096385542168676
169,85,8573.74,321.35,100.8675294117647,1.9705882352941178,1.0,0.4235294117647059,0.2235294117647059,0.0
170,88,9889.59,329.55,112.38170454545455,1.9375,1.0,0.3068181818181818,0.3181818181818182,0.022727272727272728
171,63,5783.6,307.5,91.80317460317461,1.9523809523809523,1.0,0.3333333333333333,0.30158730158730157,0.047619047619047616
172,80,19192.97,1336.31,239.912125,2.70625,1.0,0.55,0.4875,0.0
173,82,8845.710000000001,321.36,107.87451219512197,1.896341463414634,1.0,0.36585365853658536,0.23170731707317074,0.024390243902439025
174,80,7820.6,358.08,97.75750000000001,1.99375,1.0,0.4,0.2625,0.0125
175,66,7715.24,371.11,116.89757575757575,2.1818181818181817,1.0,0.4393939393939394,0.3484848484848485,0.09090909090909091
176,72,6483.75,265.08,90.05208333333333,1.9583333333333333,1.0,0.2777777777777778,0.3611111111111111,0.027777777777777776
177,83,7513.85,382.56,90.52831325301206,1.9939759036144578,1.0,0.3253012048192771,0.3373493975903614,0.0
178,86,8377.42,354.54,97.41186046511628,2.011627906976744,1.0,0.4069767441860465,0.26744186046511625,0.03488372093023256
179,82,7843.57,339.96,95.65329268292683,1.9146341463414633,1.0,0.3170731707317073,0.2926829268292683,0.024390243902439025
180,81,7967.08,366.32,98.359012345679,1.9259259259259258,1.0,0.38271604938271603,0.2345679012345679,0.037037037037037035
181,82,7979.31,409.73,97.30865853658537,1.9878048780487805,1.0,0.34146341463414637,0.3170731707317073,0.024390243902439025
182,98,9750.789999999999,315.01,99.49785714285713,1.9183673469387754,1.0,0.3163265306122449,0.29591836734693877,0.02040816326530612
183,75,6317.09,246.14,84.22786666666667,1.98,1.0,0.36,0.29333333333333333,0.013333333333333334
184,85,9242.05,442.22,108.72999999999999,1.9352941176470588,1.0,0.3176470588235294,0.3058823529411765,0.047058823529411764
185,71,7811.87,257.25,110.02633802816901,1.9507042253521127,1.0,0.30985915492957744,0.323943661971831,0.014084507042253521
186,80,8294.19,297.71,103.67737500000001,1.9375,1.0,0.35,0.275,0.05
187,78,7635.07,252.74,97.88551282051282,1.9230769230769231,1.0,0.28205128205128205,0.3333333333333333,0.02564102564102564
188,76,7415.37,275.68,97.57065789473684,1.9276315789473684,1.0,0.2894736842105263,0.32894736842105265,0.013157894736842105
189,76,7201.32,286.55,94.75421052631579,2.0065789473684212,1.0,0.39473684210526316,0.27631578947368424,0.013157894736842105
190,80,7822.01,295.69,97.775125,1.9375,1.0,0.375,0.25,0.0125
191,82,7013.99,241.1,85.53646341463414,2.2439024390243905,1.0,0.524390243902439,0.3048780487804878,0.024390243902439025
192,91,10225.74,322.71,112.37076923076923,1.8076923076923077,1.0,0.2967032967032967,0.24175824175824176,0.0
193,57,13542.55,1413.34,237.58859649122806,2.1491228070175437,1.0,0.3508771929824561,0.3333333333333333,0.05263157894736842
194,57,5314.74,302.67,93.24105263157894,1.7894736842105263,1.0,0.2631578947368421,0.2631578947368421,0.0
195,67,16125.77,1360.34,240.68313432835822,2.417910447761194,1.0,0.373134328358209,0.4626865671641791,0.0
196,73,6640.84,413.0,90.97041095890411,2.0273972602739727,1.0,0.3561643835616438,0.3287671232876712,0.0273972602739726
197,99,10604.12,513.84,107.11232323232323,1.8585858585858586,1.0,0.2727272727272727,0.29292929292929293,0.0
198,71,8412.63,354.45,118.48774647887323,1.9507042253521127,1.0,0.43661971830985913,0.19718309859154928,0.028169014084507043
199,80,6586.09,334.09,82.326125,1.91875,1.0,0.2875,0.325,0.025
200,74,7663.2,389.27,103.55675675675676,2.0945945945945947,1.0,0.44594594594594594,0.28378378378378377,0.02702702702702703
201,79,8801.21,322.13,111.40772151898733,1.8164556962025316,1.0,0.31645569620253167,0.22784810126582278,0.02531645569620253
202,89,10582.19,346.59,118.90101123595507,2.0112359550561796,1.0,0.3595505617977528,0.3146067415730337,0.011235955056179775
203,78,7265.03,287.33,93.14141025641025,1.8846153846153846,1.0,0.32051282051282054,0.2692307692307692,0.01282051282051282
204,80,18992.94,1709.41,237.41174999999998,2.4875,1.0,0.3875,0.5125,0.0125
205,80,9423.77,497.89,117.79712500000001,1.88125,1.0,0.3,0.2875,0.0125
206,76,9202.45,488.59,121.08486842105265,1.8289473684210527,1.0,0.35526315789473684,0.19736842105263158,0.013157894736842105
207,89,8984.789999999999,345.95,100.95269662921348,2.0112359550561796,1.0,0.33707865168539325,0.33707865168539325,0.02247191011235955
208,73,7073.86,366.41,96.90219178082191,2.1301369863013697,1.0,0.3424657534246575,0.410958904109589,0.0136986301369863
209,77,8986.93,347.03,116.71337662337663,1.9545454545454546,1.0,0.33766233766233766,0.2987012987012987,0.0
210,67,6478.89,340.31,96.69985074626867,1.828358208955224,1.0,0.3880597014925373,0.16417910447761194,0.029850746268656716
211,83,8042.26,281.07,96.89469879518073,1.9216867469879517,1.0,0.2891566265060241,0.3253012048192771,0.04819277108433735
212,73,5996.85,212.55,82.14863013698631,1.8013698630136987,1.0,0.3013698630136986,0.2328767123287671,0.0136986301369863
213,80,7018.39,268.18,87.729875,1.95625,1.0,0.35,0.2875,0.0125
214,81,7861.73,363.14,97.05839506172839,1.9074074074074074,1.0,0.345679012345679,0.25925925925925924,0.0
215,84,21554.25,1525.07,256.5982142857143,2.6726190476190474,1.0,0.47619047619047616,0.5357142857142857,0.011904761904761904
216,59,5639.65,309.92,95.58728813559321,1.7627118644067796,1.0,0.288135593220339,0.22033898305084745,0.03389830508474576
217,94,8892.53,444.97,94.60138297872341,1.9734042553191489,1.0,0.3723404255319149,0.2765957446808511,0.02127659574468085
218,74,7359.24,313.91,99.44918918918918,1.9527027027027026,1.0,0.40540540540540543,0.22972972972972974,0.05405405405405406
219,81,8579.1,414.25,105.91481481481482,1.962962962962963,1.0,0.2716049382716049,0.37037037037037035,0.024691358024691357
220,83,7643.88,320.56,92.09493975903615,1.7951807228915662,1.0,0.2891566265060241,0.24096385542168675,0.024096385542168676
221,70,7357.1,263.73,105.10142857142857,1.8142857142857143,1.0,0.2714285714285714,0.2714285714285714,0.014285714285714285
222,96,9331.289999999999,383.47,97.2009375,1.84375,1.0,0.3020833333333333,0.2604166666666667,0.010416666666666666
223,79,8365.01,363.29,105.88620253164557,1.8734177215189873,1.0,0.3670886075949367,0.21518987341772153,0.012658227848101266
224,90,9264.72,375.92,102.94133333333333,1.9166666666666667,1.0,0.36666666666666664,0.24444444444444444,0.0
225,83,8015.67,337.34,96.5743373493976,2.066265060240964,1.0,0.3855421686746988,0.3253012048192771,0.024096385542168676
226,87,8004.89,303.53,92.01022988505747,1.8275862068965518,1.0,0.3563218390804598,0.19540229885057472,0.034482758620689655
227,74,7104.7300000000005,305.6,96.00986486486487,1.9932432432432432,1.0,0.35135135135135137,0.3108108108108108,0.013513513513513514
228,81,7378.16,387.21,91.08839506172839,2.111111111111111,1.0,0.4074074074074074,0.3333333333333333,0.037037037037037035
229,93,9214.38,340.24,99.07935483870966,1.9838709677419355,1.0,0.40860215053763443,0.24731182795698925,0.03225806451612903
230,86,9529.85,369.85,110.81220930232558,1.8372093023255813,1.0,0.26744186046511625,0.29069767441860467,0.011627906976744186
231,72,6576.5,343.19,91.34027777777777,1.9791666666666667,1.0,0.2916666666666667,0.3611111111111111,0.027777777777777776
232,88,8538.35,288.3,97.02670454545455,2.0056818181818183,1.0,0.3977272727272727,0.2727272727272727,0.011363636363636364
233,89,8666.460000000001,355.6,97.37595505617979,1.8764044943820224,1.0,0.2696629213483146,0.3146067415730337,0.02247191011235955
234,71,7409.54,324.18,104.35971830985916,1.971830985915493,1.0,0.28169014084507044,0.36619718309859156,0.0
235,84,6521.37,228.85,77.63535714285715,1.9285714285714286,1.0,0.30952380952380953,0.30952380952380953,0.0
236,88,7546.64,314.92,85.75727272727273,1.9204545454545454,1.0,0.29545454545454547,0.3181818181818182,0.022727272727272728
237,85,8390.91,277.11,98.71658823529411,1.9529411764705882,1.0,0.32941176470588235,0.3058823529411765,0.023529411764705882
238,81,7266.56,332.21,89.71061728395063,2.037037037037037,1.0,0.37037037037037035,0.32098765432098764,0.037037037037037035
